Library,Prefix,Company
com.xingin.devkit,com.xingin,
com.xingin.diandian,com.xingin,
com.xingin.dlna.screen,com.xingin,
com.xingin.document,com.xingin,
com.xingin.engine,com.xingin,
com.xingin.entities,com.xingin,
com.xingin.external.hot_rank,com.xingin,
com.xingin.face.recognition,com.xingin,
com.xingin.facebook_proxy,com.xingin,
com.xingin.follow,com.xingin,
com.xingin.foundation,com.xingin,
com.xingin.general_biz_ui,com.xingin,
com.xingin.google_proxy,com.xingin,
com.xingin.graphic,com.xingin,
com.xingin.growth,com.xingin,
com.xingin.hera,com.xingin,
com.xingin.hey,com.xingin,
com.xingin.homeguide,com.xingin,
com.xingin.hula,com.xingin,
com.xingin.hybrid,com.xingin,
com.xingin.im,com.xingin,
com.xingin.kidsmode,com.xingin,
com.xingin.knowall,com.xingin,
com.xingin.landscapefeed,com.xingin,
com.xingin.lbs,com.xingin,
com.xingin.library.videoedit,com.xingin,
com.xingin.live,com.xingin,
com.xingin.local.relation,com.xingin,
com.xingin.login,com.xingin,
com.xingin.longlink,com.xingin,
com.xingin.longpress.dialog.item,com.xingin,
com.xingin.lurker.appscore,com.xingin,
com.xingin.matrix,com.xingin,
com.xingin.media,com.xingin,
com.xingin.modelprofile,com.xingin,
com.xingin.models,com.xingin,
com.xingin.multi,com.xingin,
com.xingin.nativedump,com.xingin,
com.xingin.net,com.xingin,
com.xingin.notebase,com.xingin,
com.xingin.open_social,com.xingin,
com.xingin.outside,com.xingin,
com.xingin.poi,com.xingin,
com.xingin.prefetch,com.xingin,
com.xingin.privacy,com.xingin,
com.xingin.proaccount,com.xingin,
com.xingin.process,com.xingin,
com.xingin.question2.note_question,com.xingin,
com.xingin.questionnaire,com.xingin,
com.xingin.reactnative,com.xingin,
com.xingin.recover,com.xingin,
com.xingin.redalbum,com.xingin,
com.xingin.redcircle,com.xingin,
com.xingin.redjson,com.xingin,
com.xingin.redmap,com.xingin,
com.xingin.redplayer,com.xingin,
com.xingin.redreactnative,com.xingin,
com.xingin.redscanner,com.xingin,
com.xingin.redtv,com.xingin,
com.xingin.redview,com.xingin,
com.xingin.register,com.xingin,
com.xingin.resource_library,com.xingin,
com.xingin.robust,com.xingin,
com.xingin.router,com.xingin,
com.xingin.scalpel,com.xingin,
com.xingin.screencast,com.xingin,
com.xingin.search_agent_base,com.xingin,
com.xingin.search_agent_page,com.xingin,
com.xingin.securityaccount,com.xingin,
com.xingin.sharesdk,com.xingin,
com.xingin.shield,com.xingin,
com.xingin.skynet,com.xingin,
com.xingin.smarttracking,com.xingin,
com.xingin.spi,com.xingin,
com.xingin.strategy,com.xingin,
com.xingin.tags.library,com.xingin,
com.xingin.thread_lib,com.xingin,
com.xingin.tiny,com.xingin,
com.xingin.tracker,com.xingin,
com.xingin.trade_bcim,com.xingin,
com.xingin.ui,com.xingin,
com.xingin.update,com.xingin,
com.xingin.uploader,com.xingin,
com.xingin.utils,com.xingin,
com.xingin.v8runtime,com.xingin,
com.xingin.vc,com.xingin,
com.xingin.video,com.xingin,
com.xingin.vision,com.xingin,
com.xingin.voice.input,com.xingin,
com.xingin.volley,com.xingin,
com.xingin.webviewresourcecache,com.xingin,
com.xingin.widgets,com.xingin,
com.xingin.xhs,com.xingin,
com.xingin.xy_crop,com.xingin,
com.xingin.xybridge,com.xingin,
com.xingin.xymap,com.xingin,
com.xingin.xyspark,com.xingin,
com.xingin.xywebview,com.xingin,
com.xingyin.disk_manager,com.xingyin,
com.xingyin.pad.videofeed,com.xingyin,
com.xingzuoba.com.base.api,com.xingzuoba,
com.xingzuoba.com.common,com.xingzuoba,
com.xingzuoba.com.network.retrofit,com.xingzuoba,
com.xingzuoba.com.tools,com.xingzuoba,
com.xingzuoba.com.ui,com.xingzuoba,
com.xingzuoba.com.widget,com.xingzuoba,
com.xinyin.xycanvas.jslibrary,com.xinyin,
com.xl.basic.coreutils,com.xl,
com.xmhaibao.beauty,com.xmhaibao,
com.xmhaibao.bytedance,com.xmhaibao,
com.xodee.client,com.xodee,
com.xsj.crasheye,com.xsj,
com.xsolla.android,com.xsolla,
com.xsolla.android.payments,com.xsolla,
com.xsolla.lib_login,com.xsolla,
com.xy.recyclerlist,com.xy,
com.xyao.core,com.xyao,
com.yalantis.ucrop,com.yalantis,
com.yandex.android,com.yandex,
com.yandex.authsdk,com.yandex,
com.yandex.div,com.yandex,
com.yandex.mapkit,com.yandex,
com.yandex.metrica,com.yandex,
com.yandex.mobile.ads,com.yandex,
com.yandex.pay,com.yandex,
com.yandex.runtime,com.yandex,
com.yandex.varioqub,com.yandex,
com.yandex.yatagan,com.yandex,
com.yanzhenjie.permission,com.yanzhenjie,
com.yanzhenjie.recyclerview,com.yanzhenjie,
com.yanzhenjie.recyclerview.swipe,com.yanzhenjie,
com.yarolegovich.discretescrollview,com.yarolegovich,
com.yarolegovich.slidingrootnav,com.yarolegovich,
com.yazhai.fuxin,com.yazhai,
com.ybear.ybcomponent,com.ybear,
com.ybear.ybutils.utils,com.ybear,
com.ycjiang.previewlibrary,com.ycjiang,
com.ycjiang.uk.co.senab2.photoview2,com.ycjiang,
com.ycloud.api,com.ycloud,
com.ycloud.gpuimagefilter,com.ycloud,
com.ycloud.mediacodec,com.ycloud,
com.ycloud.mediarecord,com.ycloud,
com.ycloud.player,com.ycloud,
com.ycloud.toolbox,com.ycloud,
com.yibasan.lizhi,com.yibasan,
com.ykit.im.kit,com.ykit,
com.ym521.skeleton,com.ym521,
com.ymo.videoedit,com.ymo,
com.yodo1.mas,com.yodo1,
com.yoho.corelib,com.yoho,
com.yostar.airisdk,com.yostar,
com.yostar.sdk,com.yostar,
com.yoti.mobile,com.yoti,
com.yoti.mobile.android,com.yoti,
com.youth.banner,com.youth,
com.youyue.chatbar,com.youyue,
com.ypx.imagepicker,com.ypx,
com.ys4fun.downloader,com.ys4fun,
com.ysocorp.ysonetwork,com.ysocorp,
com.yuhuankj.tmxq,com.yuhuankj,
com.yun.imlib,com.yun,
com.yunchang.plugin.dispath,com.yunchang,
com.yunxiao.avfoundation,com.yunxiao,
com.yunxiao.tavcut.core,com.yunxiao,
com.yunxiao.tavkit,com.yunxiao,
com.yunxiao.tavmagic,com.yunxiao,
com.yunxiao.xmagic,com.yunxiao,
com.yuyakaido.android,com.yuyakaido,
com.yuyh.jsonviewer.library,com.yuyh,
com.yxcorp.gifshow,com.yxcorp,
com.yxcorp.kuaishou.addfp,com.yxcorp,
com.yxcorp.utility,com.yxcorp,
com.yy.abtest,com.yy,
com.yy.android.medialibrary,com.yy,
com.yy.appbase,com.yy,
com.yy.base,com.yy,
com.yy.dressup,com.yy,
com.yy.framework.core,com.yy,
com.yy.game,com.yy,
com.yy.glide,com.yy,
com.yy.gslbsdk,com.yy,
com.yy.hago,com.yy,
com.yy.hiidostatis,com.yy,
com.yy.hiyo,com.yy,
com.yy.iheima,com.yy,
com.yy.im,com.yy,
com.yy.mediaframework,com.yy,
com.yy.mobile,com.yy,
com.yy.mobile.rollingtextview,com.yy,
com.yy.platform,com.yy,
com.yy.pushsvc,com.yy,
com.yy.report,com.yy,
com.yy.sdk,com.yy,
com.yy.sdk.crashreport,com.yy,
com.yy.socialplatform,com.yy,
com.yy.spidercrab,com.yy,
com.yy.tjgsdk,com.yy,
com.yy.transvod,com.yy,
com.yy.videoplayer,com.yy,
com.yy.voice,com.yy,
com.yy.webgame,com.yy,
com.yy.webservice,com.yy,
com.yy.yyeva,com.yy,
com.yy.yylite,com.yy,
com.yysdk.mobile,com.yysdk,
com.zackratos.ultimatebarx,com.zackratos,
com.zad.core,com.zad,
com.zego.zegoavkit2,com.zego,
com.zego.zegoliveroom,com.zego,
com.zegocity.bagan,com.zegocity,
com.zegocloud.uikit,com.zegocloud,
com.zendesk.sdk,com.zendesk,
com.zerophil.worldtalk,com.zerophil,
com.zeus.gmc.sdk.mobileads,com.zeus,
com.zhaonan.net,com.zhaonan,
com.zhaonan.rcanalyze,com.zhaonan,
com.zhihu.matisse,com.zhihu,
com.zhiliaoapp.musically,com.zhiliaoapp,
com.zhouwei.mzbanner,com.zhouwei,
com.zhpan.bannerview,com.zhpan,
com.zhpan.indicator,com.zhpan,
com.zhy.http.okhttp,com.zhy,
com.zing.zalo,com.zing,
com.zips.zip4j,com.zips,
com.zlongame.pd,com.zlongame,
com.zlongame.sdk,com.zlongame,
com.zlongame.utils,com.zlongame,
com.zmaticoo.sdk,com.zmaticoo,
com.zoho.livechat.android,com.zoho,
com.zoloz.android.phone.zdoc,com.zoloz,
com.zoloz.builder,com.zoloz,
com.zoloz.mobile,com.zoloz,
com.zoloz.nfc,com.zoloz,
com.zoloz.rpc,com.zoloz,
com.zoloz.stack.lite.aplog.core,com.zoloz,
com.zoloz.webcontainer,com.zoloz,
com.zoloz.zhub,com.zoloz,
com.zoyi.channel,com.zoyi,
com.zoyi.com.annimon.stream,com.zoyi,
com.zoyi.com.google,com.zoyi,
com.zoyi.okhttp3,com.zoyi,
com.zoyi.org.antlr.v4.runtime,com.zoyi,
com.zoyi.retrofit2,com.zoyi,
com.zoyi.rx,com.zoyi,
com.ztgame.hpsdk,com.ztgame,
com.ztgame.mobileappsdk,com.ztgame,
com.zuiyou.media,com.zuiyou,
com.zuko.billingz,com.zuko,
com.zx.module,com.zx,
com.zx.sdk,com.zx,
com.zxy.tiny,com.zxy,
com.zz.lib.org.myapache.commons.codec,com.zz,
com.zzhoujay.markdown,com.zzhoujay,
common.faceu.data,common.faceu,
common.modules.banner,common.modules,
common.modules.banner2,common.modules,
commonMain.default.linkdata,commonMain.default,
concurrentMain.default.linkdata,concurrentMain.default,
cool.monkey.android,cool.monkey,
cz.msebera.android.httpclient,cz.msebera,
d.b.a,d.b,FALSE
d.c.a,d.c,FALSE
dagger.hilt.android,dagger.hilt,
dagger.hilt.android.internal,dagger.hilt,
dagger.hilt.internal,dagger.hilt,
dagger.hilt.processor.internal,dagger.hilt,
dagger.internal.codegen,dagger.internal,
dagger.spi.internal,dagger.spi,
dc.squareup.okhttp3.internal,dc.squareup,
de.blinkt.openvpn,de.blinkt,
de.greenrobot.dao,de.greenrobot,
de.measite.minidns,de.measite,
de.psdev.licensesdialog,de.psdev,
dev.androidbroadcast.vbpd,dev.androidbroadcast,
dev.fluttercommunity.plus,dev.fluttercommunity,
dev.hyo.openiap,dev.hyo,
dev.icerock.moko,dev.icerock,
dev.niekirk.com.instagram4android,dev.niekirk,
dev.shreyaspatil.MaterialDialog,dev.shreyaspatil,
dev.steenbakker.mobile_scanner,dev.steenbakker,
dev.zacsweers.moshix.sealed,dev.zacsweers,
devlight.io.library,devlight.io,
distribution.motor.mismatch,distribution.motor,
distribution.motor.pendantconfigsvr.nest,distribution.motor,
distribution.motor.slot.accounta,distribution.motor,
distribution.motor.validate,distribution.motor,
distribution.vanity.omit,distribution.vanity,
droom.daro.a,droom.daro,
droom.daro.core,droom.daro,
droom.daro.mediation.a,droom.daro,
e.a.a.c,e.a,FALSE
e.a.b,e.a,FALSE
e.b.a,e.b,FALSE
e.d.a,e.d,FALSE
e.e.a,e.e,FALSE
eu.alebianco.air.extensions,eu.alebianco,
eu.davidea.flexibleadapter,eu.davidea,
expo.interfaces.devmenu,expo.interfaces,
expo.modules.adapters.react,expo.modules,
expo.modules.av,expo.modules,
expo.modules.blueskyswissarmy,expo.modules,
expo.modules.camera,expo.modules,
expo.modules.core,expo.modules,
expo.modules.devlauncher,expo.modules,
expo.modules.devmenu,expo.modules,
expo.modules.filesystem,expo.modules,
expo.modules.gl,expo.modules,
expo.modules.image,expo.modules,
expo.modules.imagemanipulator,expo.modules,
expo.modules.imagepicker,expo.modules,
expo.modules.interfaces,expo.modules,
expo.modules.kotlin,expo.modules,
expo.modules.location,expo.modules,
expo.modules.medialibrary,expo.modules,
expo.modules.notifications,expo.modules,
expo.modules.splashscreen,expo.modules,
expo.modules.taskManager,expo.modules,
expo.modules.updates,expo.modules,
expo.modules.video,expo.modules,
extern.okhttp3.internal,extern.okhttp3,
fairy.easy.httpmodel,fairy.easy,
fb.androidx.media3,fb.androidx,
fi.foyt.foursquare,fi.foyt,
fi.twomenandadog.zombiecatchers,fi.twomenandadog,
flexion.com.flexionmobile,flexion.com,
fr.bipi.tressence,fr.bipi,
games.moisoni.google_iab,games.moisoni,
games.my.mrgs,games.my,
gen._content._public._android,gen._content,
gg.oneupgames.ggclient,gg.oneupgames,
github.leavesczy.matisse,github.leavesczy,
github.leavesczy.matisse.internal,github.leavesczy,
github.leavesczy.monitor,github.leavesczy,
go.dev.newui,go.dev,
google.cloud.speech,google.cloud,
google.cloud.translate,google.cloud,
google.internal.firebase.inappmessaging,google.internal,
gsdk.impl.crash,gsdk.impl,
gsdk.impl.gamevideoplayer,gsdk.impl,
h.a.a.b.a.p,h.a,FALSE
hani.momanii.supernova_emoji_library,hani.momanii,
hashFunctions.default.linkdata,hashFunctions.default,
hb.common.widget,hb.common,
hb.common.xstatic,hb.common,
hb.download.proxy,hb.download,
hb.drawable.shape,hb.drawable,
hb.ksp.router.service,hb.ksp,
hb.lib.core.chatroom,hb.lib,
hb.lib.resource.chatroom,hb.lib,
hb.library.sud.game,hb.library,
hb.message.db,hb.message,
hb.message.expand,hb.message,
hb.music.library,hb.music,
hb.qim.base,hb.qim,
hb.request.core,hb.request,
hb.upload.file,hb.upload,
hb.ximage.fresco,hb.ximage,
hb.xstatic.core,hb.xstatic,
helpshift.helpshift_classes.com.helpshift.campaigns,helpshift.helpshift_classes,
helpshift.helpshift_classes.com.helpshift.network,helpshift.helpshift_classes,
helpshift.helpshift_classes.com.helpshift.util,helpshift.helpshift_classes,
hu.akarnokd.rxjava2,hu.akarnokd,
im.ene.toro,im.ene,
im.zego.connection,im.zego,
im.zego.effects,im.zego,
im.zego.minigameengine,im.zego,
im.zego.realtimetranslation,im.zego,
im.zego.zegoexpress,im.zego,
im.zego.zim,im.zego,
im.zego.zpns,im.zego,
im.zego.zse,im.zego,
immomo.com.mklibrary,immomo.com,
in.1.mohalla,in.1,FALSE
in.1.mohalla.sharechat,in.1,FALSE
in.juspay.hyper,in.juspay,
in.lazymanstudios.uri_to_file,in.lazymanstudios,
in.mohalla.ads,in.mohalla,
in.mohalla.androidcommon,in.mohalla,
in.mohalla.camera.snap,in.mohalla,
in.mohalla.ecommerce.model,in.mohalla,
in.mohalla.livestream.data,in.mohalla,
in.mohalla.notification.builder,in.mohalla,
in.mohalla.sharechat,in.mohalla,
in.mohalla.sharechat.appx,in.mohalla,
in.mohalla.video,in.mohalla,
in.srain.cube.views.ptr,in.srain,
info.mqtt.android.service,info.mqtt,
info.wizzapp.commons.navigation,info.wizzapp,
info.wizzapp.data.network,info.wizzapp,
info.wizzapp.domain.model,info.wizzapp,
info.wizzapp.feature,info.wizzapp,
info.wizzapp.functional,info.wizzapp,
info.xudshen.android.appasm,info.xudshen,
instagram.features.clips,instagram.features,
instagram.features.creation,instagram.features,
instagram.features.direct,instagram.features,
instagram.features.feed,instagram.features,
instagram.features.stories,instagram.features,
instasaver.instagram.video.downloader,instasaver.instagram,
internal.com.twitter.sdk.android.core,internal.com,
international.ui.share_custom,international.ui,
io.1.adn.sdk,io.1,FALSE
io.1.agora,io.1,FALSE
io.1.ktor,io.1,FALSE
io.1.reactivex.internal,io.1,FALSE
io.1.socket,io.1,FALSE
io.ably.lib,io.ably,
io.adjoe.sdk,io.adjoe,
io.adjoe.wave,io.adjoe,
io.adn.extrafeature,io.adn,
io.adn.sdk,io.adn,
io.adn.unityplugin,io.adn,
io.agora.base.internal,io.agora,
io.agora.beautyapi.sensetime.utils,io.agora,
io.agora.capture,io.agora,
io.agora.chat,io.agora,
io.agora.chat.callkit,io.agora,
io.agora.gamesdk,io.agora,
io.agora.mediaplayer,io.agora,
io.agora.push,io.agora,
io.agora.rtc,io.agora,
io.agora.rtc2,io.agora,
io.agora.rte,io.agora,
io.agora.rtm,io.agora,
io.aircore.ui,io.aircore,
io.appmetrica.analytics,io.appmetrica,
io.bidmachine.ads.networks,io.bidmachine,
io.bidmachine.analytics,io.bidmachine,
io.bidmachine.analytics.internal,io.bidmachine,
io.bidmachine.iab,io.bidmachine,
io.bidmachine.internal,io.bidmachine,
io.bidmachine.media3,io.bidmachine,
io.bidmachine.nativead,io.bidmachine,
io.bidmachine.protobuf,io.bidmachine,
io.bidmachine.rendering,io.bidmachine,
io.bidmachine.util,io.bidmachine,
io.bidmachine.utils,io.bidmachine,
io.bitdrift.capture,io.bitdrift,
io.branch.referral,io.branch,
io.capawesome.capacitorjs.plugins,io.capawesome,
io.card.payment,io.card,
io.channel.com,io.channel,
io.channel.io.socket,io.channel,
io.channel.libs,io.channel,
io.channel.okhttp3,io.channel,
io.channel.org.threeten.bp,io.channel,
io.channel.plugin.android,io.channel,
io.channel.retrofit2,io.channel,
io.cloudx.adapter,io.cloudx,
io.cloudx.sdk.internal,io.cloudx,
io.common.widget,io.common,
io.customer.base,io.customer,
io.customer.datapipelines,io.customer,
io.customer.messaginginapp,io.customer,
io.customer.messagingpush,io.customer,
io.customer.sdk,io.customer,
io.customer.tracking.migration,io.customer,
io.dcloud.ads.core,io.dcloud,
io.dcloud.api.custom,io.dcloud,
io.dcloud.common,io.dcloud,
io.dcloud.e,io.dcloud,
io.dcloud.feature,io.dcloud,
io.dcloud.js,io.dcloud,
io.dcloud.nineoldandroids,io.dcloud,
io.dcloud.openapi,io.dcloud,
io.didomi.iabtcf,io.didomi,
io.didomi.sdk,io.didomi,
io.embrace.android.embracesdk,io.embrace,
io.fabric.sdk.android.services,io.fabric,
io.flutter.embedding,io.flutter,
io.flutter.embedding.engine,io.flutter,
io.flutter.plugin,io.flutter,
io.friendly.activity,io.friendly,
io.friendly.adapter,io.friendly,
io.friendly.finestwebview,io.friendly,
io.friendly.fragment,io.friendly,
io.friendly.model,io.friendly,
io.friendly.service,io.friendly,
io.friendly.ui,io.friendly,
io.friendly.webview,io.friendly,
io.getstream.android.push,io.getstream,
io.getstream.chat.android,io.getstream,
io.getstream.log,io.getstream,
io.getstream.result,io.getstream,
io.github.alexzhirkevich.compottie.internal,io.github,
io.github.andreypfau,io.github,
io.github.centrifugal.centrifuge.internal,io.github,
io.github.inflationx,io.github,
io.github.luizgrp.sectionedrecyclerviewadapter,io.github,
io.github.rockerhieu.emojicon,io.github,
io.github.sceneview,io.github,
io.github.thibaultbee.streampack,io.github,
io.grpc.netty,io.grpc,
io.grpc.okhttp.internal,io.grpc,
io.grpc.protobuf,io.grpc,
io.grpc.reflection,io.grpc,
io.grpc.xds,io.grpc,
io.hackle.android,io.hackle,
io.hackle.sdk,io.hackle,
io.intercom.android,io.intercom,
io.invertase.firebase,io.invertase,
io.invertase.googlemobileads,io.invertase,
io.ionic.libs,io.ionic,
io.ionic.libs.ionfilesystemlib,io.ionic,
io.jagat.camera,io.jagat,
io.jagat.kbswitch,io.jagat,
io.jagat.lite,io.jagat,
io.jagat.modules.vip,io.jagat,
io.jagat.scratch,io.jagat,
io.jsonwebtoken.impl,io.jsonwebtoken,
io.justtrack.android,io.justtrack,
io.justtrack.bytebuddy,io.justtrack,
io.justtrack.installreferrer,io.justtrack,
io.justtrack.okhttp.internal,io.justtrack,
io.ktor.client,io.ktor,
io.ktor.client.engine,io.ktor,
io.ktor.http,io.ktor,
io.ktor.network,io.ktor,
io.ktor.server,io.ktor,
io.ktor.util,io.ktor,
io.ktor.websocket,io.ktor,
io.legere.pdfiumandroid,io.legere,
io.library.video,io.library,
io.livekit.android,io.livekit,
io.message.chat,io.message,
io.michaelrocks.libphonenumber.android,io.michaelrocks,
io.mychips.offerwall,io.mychips,
io.netty.channel,io.netty,
io.netty.handler,io.netty,
io.netty.util,io.netty,
io.noties.markwon,io.noties,
io.objectbox.sync,io.objectbox,
io.odeeo.internal,io.odeeo,
io.odeeo.sdk,io.odeeo,
io.opencensus.metrics,io.opencensus,
io.opencensus.proto,io.opencensus,
io.opencensus.tags,io.opencensus,
io.opencensus.trace,io.opencensus,
io.openim.android.sdk,io.openim,
io.openim.flutter_openim_sdk,io.openim,
io.opentelemetry.api,io.opentelemetry,
io.opentelemetry.context,io.opentelemetry,
io.opentelemetry.contrib,io.opentelemetry,
io.opentelemetry.diskbuffering.proto,io.opentelemetry,
io.opentelemetry.exporter,io.opentelemetry,
io.opentelemetry.extension.incubator,io.opentelemetry,
io.opentelemetry.instrumentation,io.opentelemetry,
io.opentelemetry.internal.shaded.jctools,io.opentelemetry,
io.opentelemetry.proto,io.opentelemetry,
io.opentelemetry.sdk,io.opentelemetry,
io.opentelemetry.semconv,io.opentelemetry,
io.playgap.sdk,io.playgap,
io.presage.common,io.presage,
io.presage.interstitial,io.presage,
io.purchasely.storage,io.purchasely,
io.purchasely.views,io.purchasely,
io.reactivex.android,io.reactivex,
io.reactivex.internal,io.reactivex,
io.reactivex.rxjava3,io.reactivex,
io.reactivex.rxjava3.internal,io.reactivex,
io.reactivexport.internal,io.reactivexport,
io.realm.internal,io.realm,
io.repro.android,io.repro,
io.requery.android,io.requery,
io.requery.query,io.requery,
io.requery.sql,io.requery,
io.rong.common,io.rong,
io.rong.imkit,io.rong,
io.rong.imlib,io.rong,
io.rong.message,io.rong,
io.rong.push,io.rong,
io.rong.sight,io.rong,
io.sentry.android,io.sentry,
io.sentry.android.core,io.sentry,
io.sentry.compose,io.sentry,
io.sentry.internal,io.sentry,
io.sentry.plus,io.sentry,
io.sentry.react,io.sentry,
io.sentry.util,io.sentry,
io.sentry.vendor.gson,io.sentry,
io.sfbx.appconsent,io.sfbx,
io.shipbook.shipbooksdk,io.shipbook,
io.socket.engineio,io.socket,
io.talkplus.entity,io.talkplus,
io.talkplus.internal,io.talkplus,
io.togoto.imagezoomcrop.imagecrop,io.togoto,
io.utown.core,io.utown,
io.utown.data,io.utown,
io.utown.ui,io.utown,
io.utown.utils,io.utown,
io.utown.utwidget,io.utown,
io.utown.view,io.utown,
io.voodoo.adn.sdk,io.voodoo,
io.voodoo.apps.ads,io.voodoo,
io.voodoo.nativeads,io.voodoo,
io.voodoo.tools,io.voodoo,
io.walkietalkie.home,io.walkietalkie,
io.walkietalkie.onboarding,io.walkietalkie,
io.walkietalkie.utils,io.walkietalkie,
io.wondrous.sns,io.wondrous,
it.mainella.phone_state,it.mainella,
it.sephiroth.android.library,it.sephiroth,
it.unimi.dsi.fastutil,it.unimi,
j$.nio.file,j$.nio,
jakarta.xml.bind,jakarta.xml,
javax.support.v8,javax.support,
javax.ws.rs,javax.ws,
javax.xml.bind,javax.xml,
javax.xml.stream,javax.xml,
jbMain.default.linkdata,jbMain.default,
jp.aktsk.cocos2dx,jp.aktsk,
jp.co.applibros.alligatorxx.modules,jp.co,FALSE
jp.co.cyberagent.android.gpuimage,jp.co,FALSE
jp.co.dimps,jp.co,FALSE
jp.co.mixi.monsterstrike,jp.co,FALSE
jp.cocone.cap.internal,jp.cocone,
jp.maio.sdk.android.v2,jp.maio,
jp.noahapps.sdk.a,jp.noahapps,
jp.supership.sscore.vamp,jp.supership,
jp.supership.vamp,jp.supership,
jp.tjkapp.adfurikun,jp.tjkapp,
jp.tjkapp.adfurikunsdk.moviereward,jp.tjkapp,
jp.wasabeef.glide.transformations,jp.wasabeef,
jp.wasabeef.recyclerview,jp.wasabeef,
jsAndWasmSharedMain.default.linkdata,jsAndWasmSharedMain.default,
jsNativeMain.default.linkdata,jsNativeMain.default,
jsWasmMain.default.linkdata,jsWasmMain.default,
kotlin.coroutines.experimental,kotlin.coroutines,
kotlin.jvm.internal,kotlin.jvm,
kotlin.metadata.internal,kotlin.metadata,
kotlin.reflect.jvm,kotlin.reflect,
kotlin.reflect.jvm.internal,kotlin.reflect,
kotlin.reflect.jvm.internal.impl,kotlin.reflect,
kotlin.script.experimental,kotlin.script,
kotlin.x0.y.e,kotlin.x0,
kotlinx.android.synthetic.main,kotlinx.android,
kotlinx.collections.immutable,kotlinx.collections,
kotlinx.collections.immutable.implementations,kotlinx.collections,
kotlinx.coroutines.experimental,kotlinx.coroutines,
kotlinx.coroutines.flow,kotlinx.coroutines,
kotlinx.coroutines.sync,kotlinx.coroutines,
kotlinx.datetime.internal.format,kotlinx.datetime,
kotlinx.serialization.json,kotlinx.serialization,
kotlinx.serialization.protobuf,kotlinx.serialization,
kr.co.april7.buddy,kr.co,FALSE
kr.co.covi.coviad,kr.co,FALSE
kr.pointpub.sdk,kr.pointpub,
kz.btsdigital.aitupay,kz.btsdigital,
kz.garage.image,kz.garage,
kz.gov.pki,kz.gov,
kz.iola.asn1,kz.iola,
kz.iola.crypto,kz.iola,
kz.iola.jce,kz.iola,
kz.iola.util,kz.iola,
kz.iola.x509,kz.iola,
kz.mobile.mgov,kz.mobile,
kz.qbox.widget.webview.core,kz.qbox,
land.lifeoasis.maum.modules,land.lifeoasis,
lib.ahleen.download,lib.ahleen,
lib.ahleen.ui,lib.ahleen,
lib.ahleen.view,lib.ahleen,
lib.basic.model,lib.basic,
libraries.foa.products.accountswitcher,libraries.foa,
libx.android.appupdate,libx.android,
libx.android.billing,libx.android,
libx.android.common,libx.android,
libx.android.design,libx.android,
libx.android.http,libx.android,
libx.android.image,libx.android,
libx.android.image.fresco,libx.android,
libx.android.kvdb,libx.android,
libx.android.media,libx.android,
libx.android.okhttp,libx.android,
libx.android.qrcode,libx.android,
libx.android.queue,libx.android,
libx.android.router,libx.android,
libx.android.svgaplayer,libx.android,
libx.android.video.compressor,libx.android,
libx.android.videoplayer,libx.android,
libx.android.webivew,libx.android,
libx.apm.device.level,libx.apm,
libx.apm.insight,libx.apm,
libx.apm.netdiagnosis,libx.apm,
libx.apm.stat,libx.apm,
libx.arch.mvi,libx.arch,
libx.auth.base,libx.auth,
libx.auth.tiktok,libx.auth,
libx.auth.twitter,libx.auth,
libx.file.browser,libx.file,
libx.live.service,libx.live,
libx.live.zego,libx.live,
libx.locate.base,libx.locate,
libx.permissionx.guolindev,libx.permissionx,
libx.stat.android,libx.stat,
libx.stat.blued.print,libx.stat,
libx.uikit.calendar,libx.uikit,
libx.uikit.refreshlayout,libx.uikit,
linuxMain.default.linkdata,linuxMain.default,
live.hms.video,live.hms,
livekit.org.webrtc,livekit.org,
lover.heart.date.sweet.sweetdate,lover.heart,
ludo.baseapp.base,ludo.baseapp,
ludo.baseapp.com.biz,ludo.baseapp,
ludo.basement.base,ludo.basement,
ludo.basement.com,ludo.basement,
lv.chi.chilitextanimation,lv.chi,
lwlive.io.agora,lwlive.io,
ly.count.android,ly.count,
ly.img.android,ly.img,
ly.img.flutter,ly.img,
ly.omegle.android,ly.omegle,
m.x.common,m.x,FALSE
master.flame.danmaku,master.flame,
maticoo.okhttp3.internal,maticoo.okhttp3,
me.1.jessyan.autosize,me.1,FALSE
me.1.liolin.app_badge_plus,me.1,FALSE
me.bukovitz.noteit,me.bukovitz,
me.carda.awesome_notifications,me.carda,
me.dingtone.app,me.dingtone,
me.dingtone.baseadlibrary,me.dingtone,
me.dkzwm.widget.srl.extra,me.dkzwm,
me.dm7.barcodescanner,me.dm7,
me.dt.fasthybrid,me.dt,FALSE
me.dt.gpsub,me.dt,FALSE
me.dt.imageloader,me.dt,FALSE
me.dt.libbase,me.dt,FALSE
me.dt.libok,me.dt,FALSE
me.dt.util,me.dt,FALSE
me.grishka.appkit,me.grishka,
me.hgj.jetpackmvvm,me.hgj,
me.iwf.photopicker,me.iwf,
me.jessyan.autosize,me.jessyan,
me.jessyan.retrofiturlmanager,me.jessyan,
me.leolin.shortcutbadger,me.leolin,
me.liolin.app_badge_plus,me.liolin,
me.nereo.multi_image_selector,me.nereo,
me.saket.telephoto,me.saket,
me.shouheng.compress,me.shouheng,
me.tatarka.bindingcollectionadapter,me.tatarka,
me.tatarka.bindingcollectionadapter2,me.tatarka,
